Epochs,Train 1nll_loss,Val 1nll_loss,Train accuracy,Val accuracy
1,2.271025566003656,2.108177646513908,23.55510752688172,25.340821812596005
2,1.7936510818619882,1.6036002007863854,44.06922043010753,58.76536098310292
3,1.2544107776816174,1.348654620109066,63.886088709677416,68.32277265745007
4,0.7930197010357534,1.6890120358877285,75.52083333333333,70.73732718894009
5,0.3916323102850427,2.217780545193662,85.55947580645162,72.11501536098311
6,0.2221369980759318,2.726455318671401,90.95262096774194,72.3550307219662
7,0.13613114877033136,3.3740690440259953,94.08602150537635,72.82066052227343
8,0.10677153879422344,3.8638202932573136,95.05208333333333,74.09754224270353
9,0.08844590693886231,3.629388266353197,96.42977150537635,73.22388632872504
10,0.05748559325315078,4.091855956662085,97.47143817204301,72.78225806451613
11,0.04607458067892034,3.8116159246813868,97.86626344086021,71.57738095238095
12,0.04942722125590706,4.736207906276949,97.80745967741936,73.32469278033794
13,0.03673367883305595,4.432386912325377,98.5299059139785,72.7486559139785
14,0.04171732213260213,5.478303524114752,98.32829301075269,71.80299539170507
15,0.06840358096580472,3.925225853279073,97.59744623655914,71.71178955453149
16,0.07384414320023264,3.88837617892091,97.97547043010752,73.92953149001536
17,0.018803996636032473,4.822312875460553,99.21034946236558,73.99673579109063
18,0.018057453248817888,4.4845454295476275,99.3195564516129,73.59350998463901
19,0.015979791522269846,4.976068938932111,99.23555107526882,73.99193548387096
20,0.026076199139454054,4.119867850375432,98.97513440860214,74.60157450076805
21,0.014721840131916065,5.46815336199217,99.42036290322581,74.87039170506912
22,0.039836819651566255,4.146544660291364,98.84072580645162,75.60963901689708
23,0.012431490124835099,4.940667835615015,99.47076612903226,74.09754224270353
24,0.005768174856682655,5.5901215243083175,99.78998655913979,74.39996159754224
25,0.010393013383490508,5.449638375671961,99.57997311827957,75.0384024577573
26,0.009226235651303502,4.955009201521515,99.59677419354838,73.55990783410138
27,0.01849112307559581,5.040471342302138,99.34475806451613,74.90399385560676
28,0.008246705317935232,6.300540631817233,99.64717741935483,74.36635944700461
29,0.010333316764347249,5.542237347813063,99.49596774193549,73.56470814132105
30,0.010028928673634904,6.045670891961744,99.6135752688172,73.16148233486943
31,0.010521846495463448,5.902719431026007,99.6051747311828,74.66877880184332
32,0.035788190655071064,5.463428732528482,99.00033602150538,73.59350998463901
33,0.009831623637785896,6.591893501820103,99.68918010752688,73.72791858678956
34,0.00702012306712866,6.554476489302933,99.71438172043011,74.87039170506912
35,0.012043524872435731,6.205942082789637,99.57997311827957,73.83352534562212
36,0.010740474646726648,5.118911470136335,99.6135752688172,74.56797235023042
37,0.00855468217945042,5.363652322881965,99.73118279569893,74.19834869431644
38,0.00782465119911199,5.6065322147902625,99.72278225806451,73.63191244239631
39,0.00861954000586019,7.080135130754081,99.6975806451613,75.64324116743471
40,0.00814022709177698,5.405769332762687,99.71438172043011,72.38863287250383
