Epochs,Train 1nll_loss,Val 1nll_loss,Train accuracy,Val accuracy
1,1.2957414944395913,1.1404804389157364,49.64093357271095,57.63157894736842
2,1.037020398481102,0.9234007658285387,60.07870607848166,62.71082535885167
3,0.8719368963488414,0.7899609100447887,65.63007608788578,68.27900717703349
4,0.7314236284033543,0.6894373683410399,70.6778447465162,72.97099282296651
5,0.6167704135554055,0.6455204318941495,74.77451483286313,77.05293062200957
6,0.5289061255329458,0.5954289397839724,78.0448512439087,77.97248803827752
7,0.45597533242278726,0.5547962514193434,80.72716294776438,79.63068181818181
8,0.39800837842880216,0.5015091759166078,82.92323886466615,82.22936602870813
9,0.34806700795443024,0.46472513508140756,85.11584166880397,84.25538277511961
10,0.3128456906897625,0.4815862866466125,86.4503184577242,85.28857655502392
11,0.2778287707214349,0.474232967033911,87.862539540053,86.08851674641149
12,0.2577292428929905,0.4593145609721898,88.66269128836453,86.97816985645933
13,0.22550907863481254,0.44614974222186077,89.97499358809951,88.15191387559808
14,0.21324270545994892,0.47459551191144583,90.43985637342908,88.25209330143541
15,0.19315038929358436,0.43777467436981543,91.49781995383431,88.11303827751196
16,0.1816776096815258,0.45286878020141685,91.91005172266392,87.53887559808612
17,0.17540662452792566,0.438293182919399,92.51944943147815,88.78738038277513
18,0.1579545948284894,0.4316169818791975,93.1178934769599,89.44976076555024
19,0.14647840329973705,0.4636881692005259,93.49325681798751,89.38247607655502
20,0.1456142834574848,0.43635226144905437,93.56111609814482,89.7188995215311
21,0.13603070669404535,0.5008231914383872,93.93140335128666,89.52003588516746
22,0.1284446142702227,0.48521282972598617,94.23196118662904,89.62918660287082
23,0.12198855940802641,0.47175937815030156,94.48442976831666,90.16297846889952
24,0.11945101093567177,0.44902598234027197,94.80368898008037,90.23923444976077
25,0.11348964691659261,0.47304542108024494,95.08848422672479,90.64144736842105
26,0.10576820211013514,0.4606918707761789,95.44247456612807,90.53827751196172
27,0.10221852405705416,0.46809946228059357,95.60090194066854,90.97039473684211
28,0.10291169181659501,0.4532820970470612,95.52663076002393,91.0316985645933
29,0.09689757992114419,0.4268942917273803,95.86031674788407,90.56668660287082
30,0.09281298475439495,0.40002298291826077,95.96691459348551,91.29635167464114
31,0.09035064266573244,0.42931903592582665,96.09702274087373,91.1572966507177
32,0.08328297319234015,0.5326693596465415,96.35082713516286,90.28259569377991
33,0.08856505443355128,0.4374099415459594,96.27468581687612,90.93002392344498
34,0.08222048436470562,0.5434601538230857,96.481736770112,91.25897129186603
35,0.08216716103471859,0.456601201808392,96.49856800889116,90.5936004784689
36,0.07787431106268122,0.47746476596087645,96.6855817731042,90.97039473684211
37,0.07869183483424809,0.46039043989870254,96.62573736855603,90.98983253588517
38,0.07651721278106864,0.541959944621183,96.7515709156194,91.40101674641149
39,0.07256149580331342,0.42955916603964767,96.93618021714968,91.38456937799043
40,0.07368686913329002,0.47679067840666006,96.918013165769,91.21411483253588
41,0.07535193749615825,0.4530668254489409,96.85015388561169,91.13187799043062
42,0.0686208001748778,0.5363839279111635,97.083921090878,91.63576555023923
43,0.065778843859054,0.505296882126106,97.1942592117637,91.36064593301435
44,0.06641490299843769,0.45401621348353804,97.18998461143883,91.57296650717703
45,0.06346149897687878,0.4792641253081378,97.2920406941951,91.69258373205741
46,0.06402135281995482,0.50565985153857,97.29898691972299,91.65221291866028
47,0.06460040993483421,0.42787040687282013,97.26906471744891,91.00478468899522
48,0.06028214347592883,0.48291469491465666,97.44485765580917,91.67015550239235
49,0.059188452953179295,0.551589966499866,97.5084423356416,92.17404306220095
50,0.06275228969846841,0.47954522225778534,97.36684619988031,91.37111244019138
51,0.05515815642077518,0.5014297182841058,97.66232794733692,91.94976076555024
52,0.06041439258107731,0.49386483908220946,97.46783363255535,92.13367224880383
53,0.05862263393830321,0.5089736116813879,97.55011968880909,92.03498803827752
