Epochs,Train 1nll_loss,Val 1nll_loss,Train accuracy,Val accuracy
1,2.6214982309649066,2.3883642653624215,10.108870967741936,11.216517857142856
2,2.395438922348843,2.3862489759922028,13.650537634408602,47.135416666666664
3,2.3705548060837613,2.274945557117462,15.940860215053764,16.220238095238095
4,2.312973735153034,2.212885876496633,13.75268817204301,20.256696428571427
5,2.2757658907162246,2.187501698732376,15.78225806451613,40.494791666666664
6,2.2210824015319988,2.1238127996524176,23.919354838709676,22.22842261904762
7,2.1080052045083817,1.8948096086581547,27.47043010752688,47.61904761904762
8,1.8559548777918662,1.7317775040864944,38.19758064516129,53.86904761904762
9,1.762938105931846,1.6122553149859111,47.93817204301075,53.664434523809526
10,1.606911907272954,1.5093315690755844,52.248655913978496,51.91592261904762
11,1.3929342601888923,1.4606743653615315,61.28225806451613,66.23883928571429
12,1.0844892583867556,1.663156629850467,69.08736559139786,63.764880952380956
13,0.7993175858451474,1.790355883538723,74.81854838709677,69.17782738095238
14,0.47028768190773584,2.4778025150299072,83.03629032258064,69.17782738095238
15,0.3599989352527485,2.295668507615725,87.875,69.49404761904762
16,0.22859451967862346,2.6274518271287284,89.95833333333333,67.54092261904762
17,0.19108153643306866,2.7601866399248443,92.42069892473118,67.93154761904762
18,0.09515185923545912,3.337291988233725,95.24327956989248,71.00074404761905
19,0.07169086954265994,3.761947294076284,97.1008064516129,69.95907738095238
20,0.06603718404557997,2.71335656195879,97.0241935483871,68.86160714285714
21,0.05628556293129961,3.4335254952311516,98.21908602150538,68.65699404761905
22,0.04062381897576063,3.5940161483983197,98.14247311827957,68.52678571428571
23,0.09863014956961276,2.781824621061484,97.50403225806451,70.92633928571429
24,0.039876584468724864,3.604618586599827,98.48790322580645,70.27529761904762
25,0.06445835718399374,3.871438796321551,98.14247311827957,67.72693452380953
26,0.038310530835822705,4.089503777523835,98.55510752688173,69.43824404761905
27,0.03728861071892904,3.6687782580653825,98.55510752688173,68.76860119047619
28,0.06131034175507344,3.223525531589985,97.91666666666667,69.30803571428571
29,0.07088882637069992,3.8787517001231513,98.52150537634408,70.08928571428571
30,0.019355693075027297,4.461635070542495,99.05913978494624,69.10342261904762
31,0.022537407832675844,4.598397706945737,99.32795698924731,71.00074404761905
32,0.02103581391957148,4.965025852123897,99.42876344086021,69.75446428571429
33,0.007369578357846025,5.359027857581775,99.66397849462365,70.40550595238095
34,0.016483946927129643,5.542501864333947,99.26075268817205,70.47991071428571
35,0.015468766903586095,4.670765715340774,99.38575268817205,71.20535714285714
36,0.01769447203446117,3.4776360169053078,99.56317204301075,65.71800595238095
37,0.05353523132776822,6.974909221132596,99.1263440860215,67.93154761904762
38,0.11328504433585031,3.9093369295199714,97.47043010752688,69.17782738095238
39,0.033756191639469996,3.6680067194004855,98.95833333333333,70.61011904761905
40,0.013464096415210866,4.639019921422005,99.76478494623656,70.27529761904762
41,0.014673772448566191,4.959340061992407,99.49596774193549,70.34970238095238
42,0.004685442737207913,5.889755400518577,99.93279569892474,71.44717261904762
43,0.003833948718316625,5.238374749819438,99.8991935483871,71.18675595238095
44,0.004814366707749639,5.39272653311491,99.63037634408602,70.14508928571429
45,0.0010747814462628148,5.91940463334322,100.0,70.40550595238095
46,0.016201871380881815,6.503664804001649,99.42876344086021,69.88467261904762
47,0.00937945192560218,4.87623205780983,99.73118279569893,66.81547619047619
48,0.019413055824359968,5.136618008216222,99.31854838709677,69.30803571428571
49,0.04078894931765433,4.276092005272706,98.8239247311828,71.52157738095238
50,0.01691141456142769,4.571062843004863,99.56317204301075,71.00074404761905
51,0.007871118501850193,4.406098832686742,99.86559139784946,70.94494047619047
52,0.005859716235840273,4.683922479550044,99.76478494623656,69.10342261904762
53,0.004713447949818088,4.981142784158389,99.83198924731182,71.26116071428571
54,0.004547124644339282,5.666774421930313,99.83198924731182,71.31696428571429
55,0.010135986943569934,7.62055850525697,99.83198924731182,70.53571428571429
56,0.011119686006940776,7.073956996202469,99.73118279569893,70.27529761904762
57,0.0056792054373134655,6.740555504957835,99.79838709677419,70.14508928571429
58,0.003885423242419136,7.032213717699051,99.86559139784946,68.50818452380953
59,0.014008143891964385,5.794967693587144,99.22715053763442,68.63839285714286
60,0.0058455874932210414,6.051803509394328,99.79838709677419,69.36383928571429
61,0.05307645443999033,6.547652115424474,99.0497311827957,66.70386904761905
62,0.039698702385419074,4.160417437553406,99.36155913978494,67.87574404761905
63,0.011382334196710989,5.484895346065362,99.58736559139786,69.10342261904762
64,0.012728506728308275,6.557068405052026,99.6975806451613,69.15922619047619
65,0.0056553600638884535,5.360104143619537,99.86559139784946,69.30803571428571
66,0.00932489806862538,5.760132759809494,99.79838709677419,68.37797619047619
67,0.014188690904433393,6.318632647395134,99.86559139784946,70.47991071428571
68,0.0032093112313305028,6.248152645925681,99.83198924731182,71.13095238095238
69,0.002861610913627647,5.402845621109009,99.8991935483871,70.34970238095238
70,0.005016851694592568,5.972111103435357,99.79838709677419,71.33556547619047
71,0.0009498264031215572,6.9140295932690305,99.96639784946237,70.21949404761905
72,0.0017208810209868588,6.252347449461619,99.96639784946237,71.33556547619047
73,0.001241186210898631,6.259608914454778,99.93279569892474,69.56845238095238
74,0.0038810601072621085,7.5234323889017105,99.83198924731182,70.53571428571429
75,0.030074034025610964,5.062224003175895,99.41935483870968,68.45238095238095
76,0.08289412236447015,5.113265591363112,98.28629032258064,70.61011904761905
77,0.012081281232093061,4.615225059290727,99.76478494623656,69.23363095238095
78,0.023667385000574356,6.503309465944767,99.32795698924731,68.76860119047619
79,0.006832231800784626,5.852772521475951,99.6975806451613,70.40550595238095
80,0.02114663515213354,8.038856595754623,99.59677419354838,70.01488095238095
81,0.0012001495562349535,7.957741126418114,99.96639784946237,70.61011904761905
82,0.002830502424917687,8.301936581730843,99.93279569892474,71.13095238095238
83,0.004117606227033144,7.47557466973861,99.86559139784946,70.74032738095238
84,0.001931121523263892,9.891615693767866,99.86559139784946,70.87053571428571
85,0.0021320221624185945,6.446394455929597,99.96639784946237,68.60119047619047
86,0.002017004544620582,8.377027556300163,99.93279569892474,69.88467261904762
87,0.006691246599461675,7.489871079723041,99.79838709677419,71.39136904761905
88,0.0026557881692105996,7.3957463800907135,99.93279569892474,70.40550595238095
89,0.0013305677801055584,8.92160182694594,99.93279569892474,71.00074404761905
90,0.005020462713731078,9.446557015180588,99.8991935483871,70.40550595238095
91,0.02419092861203754,6.875030455489953,98.99193548387096,68.21056547619047
92,0.016716641549298587,6.623872449000676,99.59677419354838,70.29389880952381
93,0.00788612146530179,7.815151393413544,99.79838709677419,70.55431547619047
94,0.0042921946724897185,10.821165323257446,99.8991935483871,68.76860119047619
95,0.019046948539127737,6.122273166974385,99.79838709677419,68.84300595238095
96,0.027951580661387178,6.710782110691071,99.59677419354838,68.52678571428571
97,0.0036406675970146775,6.807231123248736,99.83198924731182,70.01488095238095
98,0.008412403669334248,5.662609184781711,99.78897849462365,69.77306547619047
99,0.0036954897681210643,5.762963751951854,99.86559139784946,70.27529761904762
100,0.0045279824261811995,8.788889770706495,99.76478494623656,71.13095238095238
