Epochs,Train 1nll_loss,Val 1nll_loss,Train accuracy,Val accuracy
1,1.684125791728737,1.5592619017247231,49.09993270524899,64.79614695340503
2,0.4682535518457158,2.030099296922325,84.76615074024227,71.91980286738351
3,0.1351303678306138,2.6248572191563984,95.01598250336474,72.30062724014337
4,0.08781626472513011,3.6940508895022894,96.98435397039032,71.01814516129032
5,0.035796762886884104,3.675576780111559,98.59942799461642,72.51344086021506
6,0.04441390405912969,3.2215962727223673,98.41016150740242,72.38463261648745
7,0.02251376838379323,4.061778446679474,99.14619784656797,71.82459677419355
8,0.03739310597995713,4.388569311509209,98.68775235531629,73.53270609318997
9,0.01970536215525582,3.4933258214945435,99.40275908479138,71.6173835125448
10,0.020092059911814533,4.539113929835699,99.2849932705249,72.3902329749104
11,0.03710151920309448,5.019727989871015,98.90646029609691,72.06541218637993
12,0.03049961121862688,4.141008182558962,99.14199192462988,71.33176523297492
13,0.012326674955642446,4.633910775505086,99.70558546433378,71.13015232974911
14,0.014794671932039958,6.1206002613549595,99.58361372812921,71.39336917562724
15,0.01687981088696019,5.791924197186706,99.45743606998654,71.68458781362007
16,0.02964329040543846,4.158845492428349,99.20087483176312,70.26209677419355
17,0.007507804158596054,4.499323961555317,99.71820323014805,70.3125
18,0.008947302468367165,7.460172539116234,99.64670255720054,73.4094982078853
19,0.011636173207039711,5.464738789745557,99.61726110363392,69.08042114695341
20,0.03113742194447216,3.827060004395823,99.30181695827726,69.09722222222223
21,0.019444359876103358,4.64001583636448,99.49528936742934,71.93100358422939
22,0.004564700317716867,5.61384908101892,99.87802826379543,72.68705197132616
23,0.004192528414326897,5.687408603006793,99.84017496635262,72.24462365591398
24,0.002692249662391812,6.554977658935773,99.89485195154778,72.09901433691756
25,0.03125511263018872,5.231069569946618,99.52893674293405,70.50851254480287
26,0.007813745777596732,6.575281225865887,99.76026244952894,71.40456989247312
27,0.006814519925289805,6.495911044138734,99.7392328398385,70.57571684587813
28,0.004307723233370871,4.8480966940361965,99.79390982503365,69.78606630824373
29,0.007400217797433262,6.9221734039245115,99.66773216689099,71.75179211469535
30,0.011544158720641106,18.069823393257714,99.66773216689099,69.14762544802868
31,0.04271901641795259,7.9916355603484694,99.30602288021534,70.19489247311827
32,0.015003367108418129,5.323802078282961,99.63408479138627,71.4885752688172
33,0.003340053339820028,8.91203038859111,99.90326379542395,73.3366935483871
34,0.0017410981182318797,7.61450760274805,99.91588156123822,72.3902329749104
35,0.019826579852443498,7.808200364471764,99.41958277254375,71.41017025089606
36,0.005366943698324427,9.253671422440519,99.83596904441454,71.52777777777777
37,0.001228731143582387,8.287607557030134,99.94111709286676,71.43817204301075
38,0.003038291905920067,8.145422499666932,99.89064602960968,72.56944444444444
39,0.035426440213469745,5.62053459370008,99.26816958277254,69.91487455197132
40,0.0056453754459669155,7.69576366486088,99.810733512786,73.14068100358422
41,0.0018468335085456784,8.091445391857496,99.88223418573351,72.75425627240143
